
  0%|                                                                                                                                                                                        | 0/5421 [00:00<?, ?it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 54%|█████████████████████████████████████████████████████████████████████████████████████████████▊                                                                               | 2941/5421 [06:04<04:17,  9.64it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 55%|██████████████████████████████████████████████████████████████████████████████████████████████▎                                                                              | 2955/5421 [06:06<06:09,  6.67it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 55%|██████████████████████████████████████████████████████████████████████████████████████████████▉                                                                              | 2973/5421 [06:08<04:24,  9.25it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 55%|███████████████████████████████████████████████████████████████████████████████████████████████▌                                                                             | 2993/5421 [06:10<04:20,  9.33it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 56%|████████████████████████████████████████████████████████████████████████████████████████████████                                                                             | 3012/5421 [06:12<04:12,  9.53it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 56%|████████████████████████████████████████████████████████████████████████████████████████████████▌                                                                            | 3027/5421 [06:14<04:25,  9.02it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 56%|█████████████████████████████████████████████████████████████████████████████████████████████████▏                                                                           | 3045/5421 [06:16<04:40,  8.48it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: bewickii
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 57%|█████████████████████████████████████████████████████████████████████████████████████████████████▋                                                                           | 3063/5421 [06:18<04:18,  9.14it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 57%|██████████████████████████████████████████████████████████████████████████████████████████████████▎                                                                          | 3081/5421 [06:20<04:19,  9.02it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 57%|██████████████████████████████████████████████████████████████████████████████████████████████████▉                                                                          | 3099/5421 [06:22<04:39,  8.32it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 58%|███████████████████████████████████████████████████████████████████████████████████████████████████▌                                                                         | 3119/5421 [06:24<03:54,  9.80it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 58%|████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                                        | 3139/5421 [06:26<03:55,  9.68it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 58%|████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                                        | 3156/5421 [06:28<05:30,  6.85it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 58%|█████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                                       | 3170/5421 [06:30<05:28,  6.86it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 59%|█████████████████████████████████████████████████████████████████████████████████████████████████████▌                                                                       | 3182/5421 [06:32<06:01,  6.19it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia


 59%|██████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                                      | 3202/5421 [06:36<06:40,  5.53it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 59%|██████████████████████████████████████████████████████████████████████████████████████████████████████▌                                                                      | 3215/5421 [06:38<06:10,  5.96it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 60%|███████████████████████████████████████████████████████████████████████████████████████████████████████▎                                                                     | 3239/5421 [06:42<06:12,  5.87it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 60%|███████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                                     | 3251/5421 [06:44<06:04,  5.95it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 60%|████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                                    | 3265/5421 [06:46<04:50,  7.41it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 60%|████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                                    | 3279/5421 [06:48<05:08,  6.93it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 61%|█████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                                   | 3303/5421 [06:52<07:38,  4.62it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 61%|█████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                                   | 3314/5421 [06:55<06:42,  5.24it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 62%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                                  | 3334/5421 [06:59<06:39,  5.23it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 62%|███████████████████████████████████████████████████████████████████████████████████████████████████████████                                                                  | 3356/5421 [07:02<05:19,  6.46it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 62%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                                 | 3368/5421 [07:04<05:38,  6.07it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 62%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                                                 | 3381/5421 [07:06<05:04,  6.71it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 63%|████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                                                | 3394/5421 [07:09<05:20,  6.33it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 63%|████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                                | 3406/5421 [07:11<05:42,  5.88it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 63%|████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                                                | 3415/5421 [07:13<07:57,  4.20it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: melodia
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 63%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                                               | 3427/5421 [07:15<05:30,  6.04it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 63%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                               | 3436/5421 [07:16<09:27,  3.50it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 63%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                               | 3440/5421 [07:19<16:13,  2.03it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 64%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                                               | 3445/5421 [07:21<14:43,  2.24it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                                                              | 3451/5421 [07:25<17:28,  1.88it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▎                                                              | 3456/5421 [07:26<12:08,  2.70it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                              | 3460/5421 [07:31<35:03,  1.07s/it]

 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                                                              | 3462/5421 [07:32<31:00,  1.05it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                              | 3468/5421 [07:37<29:09,  1.12it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                                                              | 3470/5421 [07:40<42:40,  1.31s/it]

 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                                                              | 3472/5421 [07:43<43:00,  1.32s/it]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius


 64%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▉                                                              | 3478/5421 [07:46<22:31,  1.44it/s]
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius
Actual class: migratorius, Predicted class: migratorius

 64%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████                                                              | 3481/5421 [07:48<21:27,  1.51it/s]

 64%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████                                                              | 3482/5421 [07:50<35:38,  1.10s/it]
